Latitude,Longitude,Altitude ,Distance,Pitch angle,Velocity,Time(secs)
442760086,-940902742,1,145,-235,188,850
442760087,-940902742,1,125,-233,132,900
31.62758,-120.516825,10414.89,476.4941,-14,883,466
53.71172475,-113.3886368,700.66,241,0.1,84.84,2886
32.205532,-119.935941,10328.4,388.9532,-45,893,392
38.01681077,124.5397024,578,586,20.75,9.564687508,243.5
38.60445261,127.7068592,1079,724,-594.4642857,6.60793007,1431.5
22.41866,-120.516732,10400.61,1496.37,-23,887,1426
442760086,-940902735,6,124,-230,142,4915
30.472266,-120.517188,10419.33,604.5242,37,915,574
25.17784,-120.517097,3829.31,1190.693,-56,920,1156
442760088,-940902744,3,142,-234,101,380
53.64942911,-113.4201927,704.03,261,179.9,70.91,1515
442760087,-940902737,1,196,-232,124,2450
442760089,-940902746,3,146,-227,106,40
442760087,-940902736,2,110,-235,185,2510
33.966391,-118.348468,5997.01,130.6517,11,907,164
39.40167,127.5369,195,586,59,10,133.5
53.61501974,-113.2753441,666.36,351,282.1,82.73,1236
442760086,-940902735,6,181,-231,146,4935
38.47421001,125.9924026,95,665,-300.3214286,8.021598609,863.5
32.191018,-119.954336,10346.73,391.327,40,882,394
26.108989,-120.517152,832.52,1087.336,-82,891,1018
34.572624,-117.979629,3361.06,51.85611,-8,912,78
53.36973733,-113.3070515,785.85,242,269.1,63.91,1131
53.37795582,-113.3539823,769.92,395,349.8,56.87,558
39.33200855,126.3294678,406,586,4.178571429,9.48504421,275.5
53.70677784,-113.3889468,710.59,325,77.3,106.13,1704
442760087,-940902737,1,199,-232,118,3605
38.37581203,125.8346373,187,738,-657.6428571,6.304289997,1553.5
24.339124,-120.516729,6979.53,1283.719,-89,902,1246
37.59904372,126.3599671,1012,1336,-652.4642857,6.329178527,1543.5
24.765145,-120.516789,5503.93,1236.479,-75,904,1202
442760086,-940902740,4,156,-232,182,1450
38.38496606,127.4278043,731,951,-757.0714286,5.826430209,1745.5
37.02890816,125.5393009,1166,1156,-322.0714286,7.917066781,905.5
53.64363829,-113.3035596,652.31,272,11.7,63.6,1956
53.63001086,-113.2851633,623.14,279,269.5,80.26,1026
442760086,-940902734,3,155,-235,128,4730
442760088,-940902736,6,142,-235,125,3235
53.37073174,-113.4010511,752.03,224,268.9,82.45,852
37.03628001,125.3922907,558,1172,-655.5714286,6.314245409,1549.5
442760087,-940902737,1,141,-231,177,3665
442760087,-940902737,1,166,-232,147,2385
22.485582,-120.516997,10403.59,1488.978,-75,912,1420
442760089,-940902746,1,193,-227,173,65
53.6598246,-113.5338648,715.76,297,91.9,74.65,2235
53.701983,-113.5369429,693.4,370,296.5,69.6,2187
39.43633348,124.7833734,808,1376,-392.5,7.578582764,1041.5
442760089,-940902746,6,126,-227,146,60
31.958035,-120.248514,10415.62,429.289,-53,905,426
37.65170738,126.7931451,1124,625,-433.9285714,7.379474519,1121.5
442760087,-940902737,3,190,-230,153,2105
21.825612,-120.517258,10390,1561.973,-89,901,1480
53.38859336,-113.4402938,731.67,306,182.1,68.35,2805
442760087,-940902744,4,143,-233,142,655
53.369234,-113.306026,773.93,207,88.8,84.19,381
53.36700109,-113.3535505,776.89,244,253.4,61.32,1821
53.40302095,-113.3711973,763.76,339,184.8,69.57,1188
442760087,-940902736,3,151,-232,131,3875
39.06167266,124.7860018,418,796,-154.2857143,8.723455173,581.5
24.155631,-120.516739,7501.89,1304.053,5,908,1264
442760087,-940902736,2,197,-231,122,2125
442760087,-940902737,5,185,-232,123,3030
442760086,-940902735,5,129,-233,163,4630
53.67376631,-113.5340344,732.59,214,189,92.77,2451
37.46328562,126.9151653,623,1351,-363.5,7.717958536,985.5
34.705998,-118.076413,1817.07,21.24353,-62,916,38
53.39204498,-113.3109969,760.77,307,130.6,71.5,2253
442760087,-940902737,3,186,-234,182,2715
38.14634026,127.167195,595,1058,-449.4642857,7.304808928,1151.5
53.6593498,-113.547783,715.28,226,267.3,73.08,1194
53.37074746,-113.3987606,755.01,395,267.2,78.52,2409
53.44198116,-113.3473852,768.74,370,205.3,60.04,2139
23.256054,-120.517,9577.26,1403.645,2,918,1350
37.03839059,124.7008302,800,1294,-384.2142857,7.618404413,1025.5
19.9653,-120.51685,7766.21,1767.705,-48,901,1650
25.194618,-120.517043,3776.71,1188.827,-72,897,1154
37.05678208,128.4538091,1180,1380,6.25,9.494999622,271.5
53.40283028,-113.4419751,748.2,243,94.8,42.02,147
32.451187,-119.622685,10000.55,348.7615,88,898,358
39.94113279,124.6771972,738,592,-442.2142857,7.33965287,1137.5
53.58246778,-113.7449096,715.93,237,223.2,59.38,2301
53.64297213,-113.5613075,725.56,284,357,64.03,2298
29.662311,-120.516939,10423.43,694.2678,-53,905,648
53.71166222,-113.3458971,682.57,277,178.4,87.62,2655
442760087,-940902736,5,159,-235,101,2505
25.320092,-120.516979,3367.31,1174.841,-45,899,1138
39.25896565,125.2607087,848,1017,-681.4642857,6.189802756,1599.5
442760087,-940902745,3,147,-231,102,485
29.596204,-120.516749,10420.6,701.5866,0,898,654
53.41494814,-113.6654906,656.17,380,358.4,69.35,1365
38.75588305,126.6475354,403,1267,-279.6071429,8.121152732,823.5
30.775066,-120.516729,10418.78,570.9657,8,912,546
32.436847,-119.6411,10021.43,351.1198,52,889,360
39.44196964,125.5556019,1149,943,-691.8214286,6.140025695,1619.5
53.67319106,-113.4306792,714.85,231,0.4,82.3,945
53.66349827,-113.2729294,647.67,271,187.1,68.91,372
26.265433,-120.516716,1461.7,1070.045,-6,881,994
53.58683006,-113.2980696,701.25,353,41,87.8,357
442760086,-940902743,5,187,-235,165,805
53.69719548,-113.4874687,715.92,359,232.3,74.97,1047
37.05936302,126.2791226,107,626,-497.1071429,7.075834446,1243.5
39.82323028,126.0526377,1205,1190,-690.7857143,6.145003401,1617.5
20.900175,-120.516818,10389.81,1664.395,-68,887,1564
22.799192,-120.516988,10124.18,1454.266,-84,882,1392
38.89987973,126.1410244,417,586,-13.42857143,9.400423206,309.5
53.5249363,-113.7349325,753.09,343,271.1,71.62,1902
18.079284,-120.51681,455.66,1976.138,29,895,1894
37.27382412,125.4917514,627,917,-149.1071429,8.748343704,571.5
39.6596,124.7057,260,1000,79,14,201.5
31.182358,-120.517188,10414.22,525.8312,-80,882,508
442760087,-940902738,4,147,-231,164,1845
442760086,-940902741,1,147,-230,107,1275
442760088,-940902746,3,119,-228,168,225
53.47124757,-113.7635944,746.76,344,178.3,73.11,1143
53.44526525,-113.3575857,753.5,370,232.2,61.92,1569
18.800553,-120.517223,1407.41,1896.404,-5,887,1788
18.39361,-120.517551,176.09,1941.341,-7,908,1846
53.45956781,-113.7259747,732.97,221,2.7,81.14,1014
20.635068,-120.51668,10388.85,1693.722,32,908,1588
442760087,-940902744,1,196,-232,185,400
53.69792455,-113.4861139,718.26,230,226.8,78.65,2382
442760086,-940902735,6,184,-234,169,4665
38.88825979,127.6366488,614,586,-63.14285714,9.161493312,405.5
442760087,-940902736,5,176,-235,165,2500
53.38426337,-113.5144918,716.4,220,23.1,97.26,2793
39.06656624,126.2240878,1227,1362,-131.5,8.832964708,537.5
442760087,-940902737,5,170,-233,130,4330
25.89099,-120.51694,843.45,1111.532,-19,882,1052
442760087,-940902742,2,121,-228,118,1115
34.108531,-118.332377,5662.32,114.7744,82,904,148
26.638212,-120.516968,3072.77,1028.877,-22,889,944
32.393521,-119.696111,10081.44,358.1686,8,896,366
23.741271,-120.516707,8611.28,1349.917,29,905,1304
32.132881,-120.027768,10416.14,400.781,-6,909,402
37.1869962,126.3550879,1095,600,-337.6071429,7.842401189,935.5
53.4005118,-113.6036004,727.07,310,180.5,40.49,837
442760087,-940902738,3,147,-230,178,1770
53.39959961,-113.4570083,742.47,355,181.1,60.82,2640
442760088,-940902745,1,127,-232,121,310
442760086,-940902737,4,106,-231,154,3995
20.392242,-120.516458,9877.01,1720.586,16,909,1610
53.61941016,-113.2609774,655.57,232,199.6,89.88,2922
442760087,-940902737,1,190,-233,155,2455
33.301284,-118.513551,7677.96,208.3546,12,880,236
442760086,-940902740,5,155,-233,141,1410
31.972687,-120.230271,10415.11,426.9137,42,902,424
37.59794974,124.1890065,1193,1022,-403.8928571,7.523827997,1063.5
53.71140855,-113.3299389,694.61,392,319.1,77.23,288
53.39138303,-113.3396292,755.03,355,269.8,76.57,1905
53.64566926,-113.4885283,731.22,367,39.3,82.01,639
39.412594,125.89031,17,586,-6,15,155.5
442760086,-940902741,4,122,-231,131,1025
40.8499966,129.666664,195,586,-64,11,47.5
442760086,-940902735,2,172,-233,109,4625
442760086,-940902735,4,192,-231,103,4930
37.12775338,124.859437,90,1080,-760.1785714,5.81149709,1751.5
442760087,-940902737,2,110,-233,149,3040
21.386112,-120.517136,10392.55,1610.624,53,893,1520
53.43053809,-113.4849479,727.54,398,201,64.7,363
37.0480789,126.3253841,383,594,-354.1785714,7.762757891,967.5
53.56904039,-113.680776,730.5,267,84.7,80.16,2475
442760089,-940902746,4,180,-227,103,15
53.70944655,-113.3995163,698.5,393,292.7,68.39,1965
442760087,-940902736,4,131,-234,121,2530
53.44582085,-113.6758785,740.17,397,15.9,79.37,144
17.562839,-120.516942,3643.19,2033.438,7,901,1962
32.636035,-119.385167,9756.09,318.4028,48,909,332
442760087,-940902737,2,132,-234,146,3320
442760087,-940902736,4,188,-235,166,3745
53.38842656,-113.3373416,744.75,226,270.6,72.46,1413
23.990503,-120.517236,7976.67,1322.331,-5,902,1280
53.66285796,-113.4680018,715.45,248,185.3,76.45,1290
53.66068185,-113.2752627,656.07,388,186.2,81.51,846
442760088,-940902736,2,125,-235,174,2800
53.67071607,-113.5275147,739.02,238,209.7,119.32,2214
442760086,-940902742,5,154,-229,144,1110
442760088,-940902737,1,122,-232,113,2960
24.093814,-120.516897,7678.84,1310.894,-65,894,1270
442760086,-940902742,2,155,-235,108,825
39.48963531,124.5050324,153,663,-511.6071429,7.00614656,1271.5
53.37566936,-113.4706728,731.27,341,300.5,78.05,1737
442760087,-940902742,5,102,-235,112,870
28.635036,-120.516857,10418.27,808.0261,-10,919,742
18.195481,-120.51688,182.04,1963.267,-22,911,1876
26.915993,-120.516819,4573.77,998.1751,66,914,912
39.95257085,125.5427452,38,1023,-705.2857143,6.075315515,1645.5
39.17716609,124.2620876,111,1146,-219.5357143,8.409859687,707.5
33.011706,-118.898,8804.58,256.5421,-64,916,278
39.54375123,124.8338584,474,873,-527.1428571,6.931480968,1301.5
38.92379127,128.1948678,136,908,-176.0357143,8.618923344,623.5
53.6820988,-113.4712864,740.13,318,250.9,32.82,858
442760088,-940902736,6,172,-235,168,2750
38.99738792,126.655922,1208,586,18.67857143,9.554732096,247.5
26.671276,-120.516892,3239,1025.228,-85,911,940
24.783895,-120.516832,5422.67,1234.394,-74,918,1200
53.39245041,-113.3533091,769.43,206,89.9,65.8,2706
53.55577653,-113.718652,789.18,240,52.1,56.27,1863
34.630087,-118.144843,1037.71,3.993445,-24,881,10
39.41762936,128.0110565,1308,1238,-155.3214286,8.718477467,583.5
34.125637,-118.330606,5636.65,112.8619,60,901,146
442760086,-940902742,3,119,-229,130,1035
31.669825,-120.51682,10414.93,471.8067,-21,897,462
25.852471,-120.516931,843.29,1115.786,82,918,1058
442760086,-940902739,1,163,-233,130,1435
442760088,-940902746,1,121,-228,113,210
38.9820951,124.5756258,1069,646,-451.5357143,7.294853515,1155.5
442760087,-940902737,6,122,-233,158,3440
442760087,-940902744,2,111,-233,121,550
34.490269,-118.033192,3599.18,62.33014,-57,892,90
442760086,-940902737,3,149,-230,109,4010
39.70126022,127.5954754,969,647,-595.5,6.602952364,1433.5
28.181262,-120.516819,10417.5,858.281,75,904,784
31.203665,-120.517154,10414.64,523.4702,84,896,506
442760087,-940902737,4,164,-230,126,3645
53.61976676,-113.2499053,654.97,320,284.1,78.57,2340
29.706361,-120.517251,10421.99,689.3834,-28,890,644
38.77723908,125.5634916,37,586,2.107142857,9.475088798,279.5
37.79503006,127.843372,709,1100,-548.8928571,6.82694914,1343.5
442760087,-940902737,1,134,-230,182,2010
442760087,-940902736,4,143,-235,135,2495
53.65298229,-113.2909806,651.92,211,212.9,116.53,1437
442760088,-940902736,3,112,-235,136,2770
19.541621,-120.517285,5498.06,1814.498,-83,908,1696
53.64175394,-113.2516362,648.78,253,354.4,81.12,240
25.390687,-120.5171,2920.22,1166.988,-9,913,1128
442760087,-940902737,2,155,-231,160,1850
442760088,-940902736,1,186,-235,116,2820
17.889687,-120.516882,1800.85,1997.202,66,904,1920
34.389828,-118.103645,4174.48,75.24646,-33,915,104
25.002953,-120.516823,4535.77,1210.118,34,885,1176
53.71071858,-113.3276166,688.67,366,68.1,64.95,336
25.073858,-120.517186,4233.63,1202.251,45,889,1168
39.40167,127.5369,195,586,48,5,123.5
442760087,-940902738,3,187,-230,125,1865
53.66977618,-113.3560542,711.56,393,22.2,83.98,468
53.38972266,-113.3315619,756.94,249,269.8,70.07,2322
53.64342856,-113.3040367,620.46,323,115.3,70.81,1773
21.913297,-120.516893,10390.65,1552.27,11,882,1472
442760087,-940902737,1,198,-230,166,2295
53.43751261,-113.4327327,740.34,326,270.9,87.2,1146
34.696604,-117.921415,2511.46,36.26858,32,915,58
40.8499966,129.666664,150,500,-68,14,23.5
32.045552,-120.138388,10416.1,415.0636,11,907,414
37.28381206,125.1693712,1285,806,-458.7857143,7.260009573,1169.5
38.50433457,125.4903874,253,658,-314.8214286,7.951910724,891.5
37.35368378,126.4178505,367,748,-545.7857143,6.841882258,1337.5
53.64781951,-113.5545186,727.86,352,184.9,71.43,1824
39.27785538,128.7501893,750,280,-92.14285714,9.02211754,461.5
39.20461131,128.0670589,1092,586,-1,9.460155679,285.5
39.69469317,124.8456319,354,1075,-502.2857143,7.050945915,1253.5
25.651772,-120.517049,1006.85,1138.038,-56,889,1090
442760086,-940902737,1,127,-231,174,4070
18.00947,-120.516942,965.2,1983.927,-43,885,1904
442760086,-940902736,2,177,-234,165,4155
17.493381,-120.516775,3936.58,2041.152,35,920,1970
53.66720144,-113.4068565,679.07,255,304.5,75.81,2808
37.62826317,128.8162323,616,999,-126.3214286,8.857853238,527.5
442760086,-940902742,3,197,-232,104,990
21.78178,-120.516704,10390.2,1566.828,-55,906,1484
53.5629845,-113.7060538,736.18,213,87.1,61.59,2973
442760086,-940902741,1,104,-232,139,1205
53.66108233,-113.5004271,703.05,247,358.8,63.16,234
53.38176701,-113.4415532,742.62,370,4.3,62.15,2601
53.40503388,-113.6360237,706.71,228,126.6,70.62,2769
442760087,-940902737,4,177,-231,138,2305
53.40145811,-113.3024431,775.87,321,304.9,57.91,2121
18.967629,-120.517135,2371.46,1877.903,45,895,1766
442760088,-940902737,3,138,-237,138,2905
25.916942,-120.516858,845.75,1108.653,9,898,1048
39.86402405,127.0199071,565,586,-76.60714286,9.096783132,431.5
38.73394319,124.4660775,1263,845,-276.5,8.13608585,817.5
39.35187591,128.352731,29,860,-767.4285714,5.776653148,1765.5
38.76170058,128.1875114,1399,664,-289.9642857,8.071375671,843.5
39.70803419,127.1981367,237,1180,-164.6428571,8.673678112,601.5
37.6714214,124.0507364,421,1038,-266.1428571,8.185862912,797.5
53.39153597,-113.4409829,734.97,352,2.1,72.4,915
442760087,-940902742,3,130,-228,157,1135
53.62367332,-113.5705846,726.73,323,2.9,66.6,2205
442760088,-940902737,3,112,-235,186,3220
442760086,-940902741,4,167,-232,134,1215
33.707321,-118.379654,6725.2,159.5509,-45,912,192
442760087,-940902744,3,195,-232,105,445
53.62195663,-113.3794957,719.09,238,50.8,70.53,1605
37.70786437,124.5721513,219,1168,-286.8571429,8.086308789,837.5
442760086,-940902738,3,146,-231,145,1745
22.975971,-120.516761,9907.83,1434.684,24,918,1376
53.55193856,-113.3389972,719.45,269,180.4,84.55,426
53.43346687,-113.5396957,740.95,339,63,69.48,654
442760088,-940902737,2,148,-233,107,2620
18.845758,-120.51679,1671.29,1891.399,55,898,1782
53.60613935,-113.6357665,730.58,381,300.9,62.5,1839
442760086,-940902737,1,148,-231,167,4065
33.19151,-118.661701,8174.18,226.7629,25,915,252
31.648709,-120.516902,10416.62,474.1541,-48,901,464
30.189188,-120.516983,10421.08,635.8885,13,917,600
37.93960286,127.4557015,1037,596,-318.9642857,7.931999899,899.5
442760086,-940902741,5,186,-232,155,1220
38.99083,127.6236,145.5,586,86,8,55.5
442760086,-940902734,3,153,-235,171,4995
53.41951238,-113.3619374,759.69,220,91.7,71.75,360
53.40382724,-113.3794307,762.69,250,181.8,64.44,2625
442760088,-940902738,1,154,-227,187,1960
37.89343712,128.8680723,51,1305,-122.1785714,8.877764063,519.5
442760086,-940902737,1,178,-230,174,4030
26.952033,-120.516834,4788.99,994.1926,73,884,908
53.37824324,-113.577672,725.7,291,180.4,80.21,204
442760087,-940902737,3,120,-235,147,3735
38.37249649,124.3469975,167,1200,-607.9285714,6.543219891,1457.5
19.792341,-120.516835,6907.46,1786.778,20,892,1668
442760085,-940902735,4,112,-230,184,4890
37.53762337,128.6040774,457,990,-292.0357143,8.061420258,847.5
23.425522,-120.516749,9248.19,1384.887,-60,898,1334
38.95631408,125.7196755,219,1347,-699.0714286,6.105181752,1633.5
53.38988819,-113.434754,730.32,280,3.1,65.36,2391
40.0368,128.1839,195,500,75,13,183.5
31.075607,-120.516744,10416.63,537.662,66,889,518
29.750423,-120.516931,10421.14,684.5056,-74,915,640
442760087,-940902737,1,200,-229,142,3985
34.559767,-117.9887,3399.21,53.54343,41,907,80
442760086,-940902736,1,127,-235,180,4480
18.650835,-120.516952,543.48,1912.958,16,916,1808
53.58271239,-113.6810623,717.41,392,219.8,82.69,804
39.40167,127.5369,195,586,-88,5,125.5
442760086,-940902737,2,145,-232,125,4075
24.613868,-120.517179,6138.15,1253.248,-15,918,1218
442760085,-940902735,1,160,-231,134,4845
37.43022336,124.720824,652,1237,-438.0714286,7.359563695,1129.5
39.0533747,125.5850352,87,1373,-537.5,6.881703907,1321.5
442760087,-940902737,5,128,-232,189,2355
442760086,-940902735,4,100,-235,180,4715
442760086,-940902735,2,121,-231,158,4940
38.7523,125.3247,134,490,55,11,127.5
53.50425398,-113.3426448,729.34,298,181.7,67.93,1698
38.26037201,126.2956116,1249,1107,-140.8214286,8.788165353,555.5
53.65830934,-113.3609913,679.9,200,274.8,47.3,2703
442760086,-940902740,1,170,-230,148,1490
37.45941554,125.8433086,1320,891,-723.9285714,5.985716805,1681.5
39.6596,124.7057,260,1000,34,5,203.5
53.64532472,-113.3307579,717.32,236,229.8,101.67,753
25.348625,-120.517123,3233.63,1171.657,-54,902,1134
26.970135,-120.516918,4896.48,992.192,90,914,906
37.15565192,124.4746753,896,851,-648.3214286,6.349089352,1535.5
39.91838243,127.36806,681,964,-584.1071429,6.657707132,1411.5
442760087,-940902737,3,101,-230,163,1980
53.68528568,-113.5434441,694.17,268,261.1,69.1,1485
27.344875,-120.517074,7057.34,950.7696,-86,914,866
32.220006,-119.917495,10309.71,386.5799,-79,913,390
39.9422776,126.4638608,79,1191,-351.0714286,7.777691009,961.5
442760085,-940902734,2,158,-232,106,4815
442760087,-940902737,6,141,-234,132,2655
53.68012719,-113.5005081,733.87,296,217.7,96.35,2823
442760088,-940902737,6,121,-232,107,3065
442760088,-940902746,6,105,-228,142,215
34.683845,-117.91569,2702.98,37.77071,-85,900,60
442760087,-940902737,6,194,-233,138,3200
18.755539,-120.516989,1146.57,1901.389,-12,894,1794
28.916753,-120.517117,10417.04,776.8239,87,912,716
53.60639002,-113.6070489,727.5,369,257.1,77.82,1938
53.42000912,-113.665572,663.74,299,175.9,68.82,2112
37.27982024,124.7401547,458,574,-315.8571429,7.946933018,893.5
27.268014,-120.517049,6635.39,959.2786,-48,910,874
20.789765,-120.517096,10391.72,1676.608,18,908,1574
20.260576,-120.517092,9211.47,1735.145,46,897,1622
53.41310926,-113.3587968,774.51,315,21.6,56.34,198
24.821233,-120.516779,5269.05,1230.257,-60,913,1196
33.136503,-118.73491,8384.65,235.9478,-70,913,260
442760088,-940902736,2,185,-235,111,2755
39.64914144,127.0305286,618,1083,-250.6071429,8.260528503,767.5
